Datum,vakcína,věková skupina,pohlaví,počet dávek
2021-12-03,Comirnaty,25-29,,7
2021-12-03,SPIKEVAX,25-29,M,41
2021-12-03,SPIKEVAX,25-29,Z,44
2021-12-03,Comirnaty,25-29,,5
2021-12-03,Comirnaty,25-29,,5
2021-12-03,COVID-19 Vaccine Janssen,25-29,,5
2021-12-03,SPIKEVAX,25-29,Z,69
2021-12-03,COVID-19 Vaccine Janssen,25-29,Z,93
2021-12-03,Comirnaty,25-29,M,354
2021-12-03,Comirnaty,25-29,Z,306
2021-12-03,SPIKEVAX,25-29,M,49
2021-12-03,Comirnaty,25-29,Z,407
2021-12-03,SPIKEVAX,25-29,,1
2021-12-03,SPIKEVAX,25-29,M,48
2021-12-03,SPIKEVAX,25-29,Z,39
2021-12-03,Comirnaty,25-29,M,621
2021-12-03,Comirnaty,30-34,,1
2021-12-03,SPIKEVAX,30-34,Z,52
2021-12-03,SPIKEVAX,30-34,M,75
2021-12-03,Comirnaty,30-34,,4
2021-12-03,SPIKEVAX,30-34,M,70
2021-12-03,Comirnaty,30-34,Z,711
2021-12-03,Comirnaty,30-34,M,660
2021-12-03,Comirnaty,30-34,,6
2021-12-03,Comirnaty,30-34,Z,535
2021-12-03,Comirnaty,30-34,M,362
2021-12-03,Comirnaty,30-34,,3
2021-12-03,COVID-19 Vaccine Janssen,30-34,,1
2021-12-03,COVID-19 Vaccine Janssen,30-34,,2
2021-12-03,COVID-19 Vaccine Janssen,30-34,M,179
2021-12-03,COVID-19 Vaccine Janssen,30-34,Z,69
2021-12-03,COVID-19 Vaccine Janssen,30-34,M,1
2021-12-03,SPIKEVAX,30-34,Z,84
2021-12-03,SPIKEVAX,30-34,,1
2021-12-03,SPIKEVAX,30-34,M,58
2021-12-03,SPIKEVAX,30-34,Z,46
2021-12-03,Comirnaty,30-34,Z,351
2021-12-03,Comirnaty,30-34,M,359
2021-12-03,SPIKEVAX,30-34,,1
2021-12-03,COVID-19 Vaccine Janssen,35-39,,3
2021-12-03,COVID-19 Vaccine Janssen,35-39,M,174
2021-12-03,COVID-19 Vaccine Janssen,35-39,Z,97
2021-12-03,Comirnaty,35-39,Z,549
2021-12-03,Comirnaty,35-39,M,584
2021-12-03,Comirnaty,35-39,,1
2021-12-03,Comirnaty,35-39,,3
2021-12-03,SPIKEVAX,35-39,,1
2021-12-03,SPIKEVAX,35-39,M,50
2021-12-03,SPIKEVAX,35-39,Z,47
2021-12-03,SPIKEVAX,35-39,M,58
2021-12-03,SPIKEVAX,35-39,Z,65
2021-12-03,Comirnaty,35-39,,3
2021-12-03,Comirnaty,35-39,Z,297
2021-12-03,Comirnaty,35-39,M,304
2021-12-03,Comirnaty,35-39,,1
2021-12-03,Comirnaty,35-39,Z,809
2021-12-03,Comirnaty,35-39,M,499
2021-12-03,Comirnaty,35-39,,2
2021-12-03,SPIKEVAX,35-39,Z,139
2021-12-03,SPIKEVAX,35-39,M,110
2021-12-03,SPIKEVAX,35-39,,1
2021-12-03,COVID-19 Vaccine Janssen,35-39,M,1
2021-12-03,COVID-19 Vaccine Janssen,35-39,,4
2021-12-03,COVID-19 Vaccine Janssen,40-44,Z,1
2021-12-03,SPIKEVAX,40-44,Z,245
2021-12-03,SPIKEVAX,40-44,M,160
2021-12-03,Comirnaty,40-44,Z,534
2021-12-03,Comirnaty,40-44,M,565
2021-12-03,Comirnaty,40-44,,1
2021-12-03,Comirnaty,40-44,,4
2021-12-03,Comirnaty,40-44,Z,241
2021-12-03,Comirnaty,40-44,Z,1441
2021-12-03,Comirnaty,40-44,M,782
2021-12-03,Comirnaty,40-44,,1
2021-12-03,Comirnaty,40-44,M,265
2021-12-03,Comirnaty,40-44,,2
2021-12-03,COVID-19 Vaccine Janssen,40-44,Z,95
2021-12-03,COVID-19 Vaccine Janssen,40-44,M,143
2021-12-03,COVID-19 Vaccine Janssen,40-44,,3
2021-12-03,COVID-19 Vaccine Janssen,40-44,,5
2021-12-03,Comirnaty,40-44,,4
2021-12-03,COVID-19 Vaccine Janssen,40-44,M,1
2021-12-03,SPIKEVAX,40-44,Z,47
2021-12-03,SPIKEVAX,40-44,M,71
2021-12-03,SPIKEVAX,40-44,Z,66
2021-12-03,SPIKEVAX,40-44,M,57
2021-12-03,Comirnaty,45-49,,1
2021-12-03,Comirnaty,45-49,,2
2021-12-03,Comirnaty,45-49,M,278
2021-12-03,COVID-19 Vaccine Janssen,45-49,M,1
2021-12-03,Comirnaty,45-49,Z,1922
2021-12-03,Comirnaty,45-49,M,1084
2021-12-03,Comirnaty,45-49,Z,211
2021-12-03,SPIKEVAX,45-49,M,42
2021-12-03,SPIKEVAX,45-49,Z,49
2021-12-03,SPIKEVAX,45-49,M,227
2021-12-03,SPIKEVAX,45-49,,1
2021-12-03,Comirnaty,45-49,Z,465
2021-12-03,SPIKEVAX,45-49,Z,347
2021-12-03,Comirnaty,45-49,,3
2021-12-03,Comirnaty,45-49,M,505
2021-12-03,COVID-19 Vaccine Janssen,45-49,,2
2021-12-03,COVID-19 Vaccine Janssen,45-49,,3
2021-12-03,COVID-19 Vaccine Janssen,45-49,M,152
2021-12-03,COVID-19 Vaccine Janssen,45-49,Z,83
2021-12-03,SPIKEVAX,45-49,,1
2021-12-03,SPIKEVAX,45-49,Z,56
2021-12-03,SPIKEVAX,45-49,M,49
2021-12-03,SPIKEVAX,50-54,Z,309
2021-12-03,Comirnaty,50-54,,7
2021-12-03,Comirnaty,50-54,M,404
2021-12-03,Comirnaty,50-54,Z,308
2021-12-03,COVID-19 Vaccine Janssen,50-54,Z,46
2021-12-03,COVID-19 Vaccine Janssen,50-54,M,94
2021-12-03,COVID-19 Vaccine Janssen,50-54,,5
2021-12-03,SPIKEVAX,50-54,,1
2021-12-03,Comirnaty,50-54,Z,1770
2021-12-03,Comirnaty,50-54,M,1124
2021-12-03,SPIKEVAX,50-54,M,47
2021-12-03,SPIKEVAX,50-54,Z,43
2021-12-03,Comirnaty,50-54,,1
2021-12-03,Comirnaty,50-54,M,210
2021-12-03,SPIKEVAX,50-54,Z,35
2021-12-03,SPIKEVAX,50-54,M,53
2021-12-03,SPIKEVAX,50-54,,1
2021-12-03,Comirnaty,50-54,Z,173
2021-12-03,SPIKEVAX,50-54,M,227
2021-12-03,SPIKEVAX,55-59,Z,27
2021-12-03,Comirnaty,55-59,M,334
2021-12-03,Comirnaty,55-59,Z,267
2021-12-03,Comirnaty,55-59,Z,160
2021-12-03,Comirnaty,55-59,M,189
2021-12-03,Comirnaty,55-59,,3
2021-12-03,Comirnaty,55-59,,1
2021-12-03,SPIKEVAX,55-59,M,311
2021-12-03,Comirnaty,55-59,Z,2150
2021-12-03,COVID-19 Vaccine Janssen,55-59,,1
2021-12-03,Comirnaty,55-59,M,1462
2021-12-03,SPIKEVAX,55-59,Z,374
2021-12-03,Comirnaty,55-59,,2
2021-12-03,COVID-19 Vaccine Janssen,55-59,M,65
2021-12-03,COVID-19 Vaccine Janssen,55-59,Z,32
2021-12-03,SPIKEVAX,55-59,M,52
2021-12-03,SPIKEVAX,55-59,Z,46
2021-12-03,COVID-19 Vaccine Janssen,55-59,,1
2021-12-03,COVID-19 Vaccine Janssen,55-59,M,1
2021-12-03,SPIKEVAX,55-59,M,33
2021-12-03,Comirnaty,60-64,,1
2021-12-03,COVID-19 Vaccine Janssen,60-64,M,4
2021-12-03,COVID-19 Vaccine Janssen,60-64,Z,27
2021-12-03,SPIKEVAX,60-64,Z,29
2021-12-03,SPIKEVAX,60-64,M,14
2021-12-03,Comirnaty,60-64,,2
2021-12-03,Comirnaty,60-64,Z,115
2021-12-03,SPIKEVAX,60-64,M,30
2021-12-03,Comirnaty,60-64,M,4833
2021-12-03,Comirnaty,60-64,M,148
2021-12-03,COVID-19 Vaccine Janssen,60-64,Z,2
2021-12-03,Comirnaty,60-64,M,223
2021-12-03,SPIKEVAX,60-64,Z,850
2021-12-03,SPIKEVAX,60-64,M,786
2021-12-03,Comirnaty,60-64,Z,170
2021-12-03,Comirnaty,60-64,Z,5290
2021-12-03,COVID-19 Vaccine Janssen,60-64,,1
2021-12-03,SPIKEVAX,60-64,Z,28
2021-12-03,COVID-19 Vaccine Janssen,60-64,M,36
2021-12-03,Comirnaty,65-69,M,176
2021-12-03,Comirnaty,65-69,M,6941
2021-12-03,Comirnaty,65-69,Z,7983
2021-12-03,SPIKEVAX,65-69,Z,23
2021-12-03,SPIKEVAX,65-69,M,34
2021-12-03,COVID-19 Vaccine Janssen,65-69,Z,25
2021-12-03,COVID-19 Vaccine Janssen,65-69,M,32
2021-12-03,COVID-19 Vaccine Janssen,65-69,Z,7
2021-12-03,COVID-19 Vaccine Janssen,65-69,M,4
2021-12-03,SPIKEVAX,65-69,Z,1190
2021-12-03,SPIKEVAX,65-69,M,1097
2021-12-03,Comirnaty,65-69,,1
2021-12-03,Comirnaty,65-69,Z,161
2021-12-03,SPIKEVAX,65-69,Z,32
2021-12-03,SPIKEVAX,65-69,M,26
2021-12-03,Comirnaty,65-69,M,126
2021-12-03,Comirnaty,65-69,Z,131
2021-12-03,Comirnaty,65-69,,1
2021-12-03,Comirnaty,70-74,Z,141
2021-12-03,Comirnaty,70-74,M,110
2021-12-03,Comirnaty,70-74,,1
2021-12-03,Comirnaty,70-74,,1
2021-12-03,Comirnaty,70-74,M,79
2021-12-03,COVID-19 Vaccine Janssen,70-74,M,5
2021-12-03,COVID-19 Vaccine Janssen,70-74,Z,3
2021-12-03,SPIKEVAX,70-74,Z,1232
2021-12-03,SPIKEVAX,70-74,M,17
2021-12-03,COVID-19 Vaccine Janssen,70-74,M,6
2021-12-03,COVID-19 Vaccine Janssen,70-74,Z,20
2021-12-03,Comirnaty,70-74,Z,100
2021-12-03,Comirnaty,70-74,M,5623
2021-12-03,Comirnaty,70-74,Z,6839
2021-12-03,SPIKEVAX,70-74,Z,17
2021-12-03,SPIKEVAX,70-74,M,999
2021-12-03,SPIKEVAX,70-74,M,17
2021-12-03,SPIKEVAX,70-74,Z,15
2021-12-03,SPIKEVAX,75-79,M,10
2021-12-03,Comirnaty,75-79,Z,113
2021-12-03,Comirnaty,75-79,M,58
2021-12-03,Comirnaty,75-79,M,45
2021-12-03,Comirnaty,75-79,Z,77
2021-12-03,Comirnaty,75-79,Z,3859
2021-12-03,Comirnaty,75-79,M,2808
2021-12-03,COVID-19 Vaccine Janssen,75-79,Z,7
2021-12-03,COVID-19 Vaccine Janssen,75-79,M,10
2021-12-03,COVID-19 Vaccine Janssen,75-79,Z,1
2021-12-03,SPIKEVAX,75-79,Z,15
2021-12-03,SPIKEVAX,75-79,Z,12
2021-12-03,SPIKEVAX,75-79,M,8
2021-12-03,SPIKEVAX,75-79,Z,877
2021-12-03,SPIKEVAX,75-79,M,671
2021-12-03,Comirnaty,75-79,,1
2021-12-03,SPIKEVAX,80+,Z,26
2021-12-03,Comirnaty,80+,M,1738
2021-12-03,COVID-19 Vaccine Janssen,80+,Z,12
2021-12-03,Comirnaty,80+,,1
2021-12-03,Comirnaty,80+,Z,108
2021-12-03,Comirnaty,80+,M,46
2021-12-03,Comirnaty,80+,Z,3211
2021-12-03,Comirnaty,80+,M,44
2021-12-03,Comirnaty,80+,Z,122
2021-12-03,SPIKEVAX,80+,Z,24
2021-12-03,SPIKEVAX,80+,M,8
2021-12-03,SPIKEVAX,80+,M,15
2021-12-03,COVID-19 Vaccine Janssen,80+,M,6
2021-12-03,SPIKEVAX,80+,Z,773
2021-12-03,SPIKEVAX,80+,M,389
2021-12-03,VAXZEVRIA,80+,Z,1
2021-12-04,Comirnaty 5-11,0-11,Z,1
2021-12-04,Comirnaty 5-11,0-11,M,1
2021-12-04,Comirnaty,12-15,M,83
2021-12-04,Comirnaty,12-15,M,154
2021-12-04,Comirnaty,12-15,Z,205
2021-12-04,Comirnaty,12-15,Z,64
2021-12-04,SPIKEVAX,12-15,M,1
2021-12-04,SPIKEVAX,12-15,Z,2
2021-12-04,SPIKEVAX,12-15,Z,2
2021-12-04,Comirnaty,16-17,M,112
2021-12-04,Comirnaty,16-17,,2
2021-12-04,Comirnaty,16-17,M,4
2021-12-04,SPIKEVAX,16-17,M,2
2021-12-04,SPIKEVAX,16-17,Z,3
2021-12-04,Comirnaty,16-17,Z,6
2021-12-04,Comirnaty,16-17,Z,130
2021-12-04,Comirnaty,16-17,M,45
2021-12-04,Comirnaty,16-17,Z,42
2021-12-04,SPIKEVAX,16-17,Z,2
2021-12-04,SPIKEVAX,18-24,,1
2021-12-04,SPIKEVAX,18-24,M,11
2021-12-04,SPIKEVAX,18-24,Z,9
2021-12-04,Comirnaty,18-24,Z,96
2021-12-04,Comirnaty,18-24,M,137
2021-12-04,Comirnaty,18-24,,7
2021-12-04,Comirnaty,18-24,,4
2021-12-04,Comirnaty,18-24,Z,234
2021-12-04,Comirnaty,18-24,M,228
2021-12-04,Comirnaty,18-24,,7
2021-12-04,Comirnaty,18-24,,4
2021-12-04,Comirnaty,18-24,Z,81
2021-12-04,Comirnaty,18-24,M,60
2021-12-04,COVID-19 Vaccine Janssen,18-24,Z,26
2021-12-04,COVID-19 Vaccine Janssen,18-24,M,66
2021-12-04,COVID-19 Vaccine Janssen,18-24,,9
2021-12-04,COVID-19 Vaccine Janssen,18-24,,7
2021-12-04,SPIKEVAX,18-24,Z,2
2021-12-04,SPIKEVAX,18-24,M,3
2021-12-04,SPIKEVAX,18-24,Z,6
2021-12-04,SPIKEVAX,18-24,M,4
2021-12-04,SPIKEVAX,18-24,,1
2021-12-04,Comirnaty,25-29,M,198
2021-12-04,Comirnaty,25-29,Z,212
2021-12-04,Comirnaty,25-29,,1
2021-12-04,Comirnaty,25-29,M,102
2021-12-04,Comirnaty,25-29,Z,123
2021-12-04,SPIKEVAX,25-29,Z,4
2021-12-04,SPIKEVAX,25-29,Z,11
2021-12-04,SPIKEVAX,25-29,M,6
2021-12-04,SPIKEVAX,25-29,M,1
2021-12-04,SPIKEVAX,25-29,Z,4
2021-12-04,COVID-19 Vaccine Janssen,25-29,M,59
2021-12-04,COVID-19 Vaccine Janssen,25-29,,3
2021-12-04,COVID-19 Vaccine Janssen,25-29,,3
2021-12-04,SPIKEVAX,25-29,M,9
2021-12-04,COVID-19 Vaccine Janssen,25-29,Z,23
2021-12-04,Comirnaty,25-29,,4
2021-12-04,Comirnaty,25-29,,1
2021-12-04,Comirnaty,25-29,,1
2021-12-04,Comirnaty,25-29,M,82
2021-12-04,Comirnaty,25-29,Z,116
2021-12-04,SPIKEVAX,30-34,M,8
2021-12-04,COVID-19 Vaccine Janssen,30-34,Z,36
2021-12-04,COVID-19 Vaccine Janssen,30-34,M,52
2021-12-04,COVID-19 Vaccine Janssen,30-34,,4
2021-12-04,Comirnaty,30-34,Z,188
2021-12-04,Comirnaty,30-34,M,159
2021-12-04,Comirnaty,30-34,,2
2021-12-04,SPIKEVAX,30-34,M,4
2021-12-04,SPIKEVAX,30-34,Z,7
2021-12-04,SPIKEVAX,30-34,M,12
2021-12-04,SPIKEVAX,30-34,Z,21
2021-12-04,Comirnaty,30-34,Z,114
2021-12-04,Comirnaty,30-34,Z,148
2021-12-04,Comirnaty,30-34,M,113
2021-12-04,SPIKEVAX,30-34,Z,8
2021-12-04,Comirnaty,30-34,M,94
2021-12-04,Comirnaty,30-34,,1
2021-12-04,SPIKEVAX,35-39,Z,22
2021-12-04,Comirnaty,35-39,M,133
2021-12-04,Comirnaty,35-39,,2
2021-12-04,Comirnaty,35-39,,9
2021-12-04,SPIKEVAX,35-39,M,3
2021-12-04,SPIKEVAX,35-39,Z,7
2021-12-04,Comirnaty,35-39,M,166
2021-12-04,Comirnaty,35-39,Z,160
2021-12-04,COVID-19 Vaccine Janssen,35-39,,1
2021-12-04,COVID-19 Vaccine Janssen,35-39,,5
2021-12-04,Comirnaty,35-39,Z,106
2021-12-04,COVID-19 Vaccine Janssen,35-39,M,1
2021-12-04,COVID-19 Vaccine Janssen,35-39,M,62
2021-12-04,COVID-19 Vaccine Janssen,35-39,Z,22
2021-12-04,Comirnaty,35-39,M,75
2021-12-04,SPIKEVAX,35-39,Z,1
2021-12-04,SPIKEVAX,35-39,M,5
2021-12-04,SPIKEVAX,35-39,M,14
2021-12-04,Comirnaty,35-39,,1
2021-12-04,Comirnaty,35-39,,1
2021-12-04,Comirnaty,35-39,Z,230
2021-12-04,SPIKEVAX,40-44,M,3
2021-12-04,Comirnaty,40-44,M,99
2021-12-04,SPIKEVAX,40-44,,1
2021-12-04,SPIKEVAX,40-44,M,3
2021-12-04,SPIKEVAX,40-44,Z,3
2021-12-04,Comirnaty,40-44,,1
2021-12-04,Comirnaty,40-44,M,169
2021-12-04,SPIKEVAX,40-44,Z,48
2021-12-04,COVID-19 Vaccine Janssen,40-44,,2
2021-12-04,Comirnaty,40-44,Z,74
2021-12-04,COVID-19 Vaccine Janssen,40-44,M,56
2021-12-04,COVID-19 Vaccine Janssen,40-44,,2
2021-12-04,Comirnaty,40-44,Z,356
2021-12-04,Comirnaty,40-44,M,234
2021-12-04,Comirnaty,40-44,Z,106
2021-12-04,SPIKEVAX,40-44,M,28
2021-12-04,SPIKEVAX,40-44,Z,4
2021-12-04,COVID-19 Vaccine Janssen,40-44,Z,23
2021-12-04,SPIKEVAX,45-49,Z,43
2021-12-04,Comirnaty,45-49,M,82
2021-12-04,SPIKEVAX,45-49,Z,2
2021-12-04,SPIKEVAX,45-49,M,5
2021-12-04,Comirnaty,45-49,Z,119
2021-12-04,Comirnaty,45-49,M,137
2021-12-04,Comirnaty,45-49,,1
2021-12-04,Comirnaty,45-49,Z,52
2021-12-04,Comirnaty,45-49,Z,500
2021-12-04,Comirnaty,45-49,M,358
2021-12-04,COVID-19 Vaccine Janssen,45-49,Z,20
2021-12-04,COVID-19 Vaccine Janssen,45-49,M,42
2021-12-04,COVID-19 Vaccine Janssen,45-49,,1
2021-12-04,COVID-19 Vaccine Janssen,45-49,,4
2021-12-04,SPIKEVAX,45-49,Z,6
2021-12-04,SPIKEVAX,45-49,M,5
2021-12-04,SPIKEVAX,45-49,M,47
2021-12-04,Comirnaty,45-49,,2
2021-12-04,Comirnaty,50-54,,1
2021-12-04,COVID-19 Vaccine Janssen,50-54,Z,15
2021-12-04,SPIKEVAX,50-54,Z,2
2021-12-04,SPIKEVAX,50-54,M,2
2021-12-04,Comirnaty,50-54,Z,408
2021-12-04,Comirnaty,50-54,M,350
2021-12-04,COVID-19 Vaccine Janssen,50-54,M,29
2021-12-04,COVID-19 Vaccine Janssen,50-54,,2
2021-12-04,Comirnaty,50-54,Z,66
2021-12-04,Comirnaty,50-54,M,91
2021-12-04,Comirnaty,50-54,,2
2021-12-04,Comirnaty,50-54,Z,44
2021-12-04,SPIKEVAX,50-54,Z,52
2021-12-04,Comirnaty,50-54,M,60
2021-12-04,SPIKEVAX,50-54,M,5
2021-12-04,SPIKEVAX,50-54,Z,2
2021-12-04,COVID-19 Vaccine Janssen,50-54,,2
2021-12-04,SPIKEVAX,50-54,M,48
2021-12-04,Comirnaty,55-59,,2
2021-12-04,COVID-19 Vaccine Janssen,55-59,Z,11
2021-12-04,COVID-19 Vaccine Janssen,55-59,M,15
2021-12-04,COVID-19 Vaccine Janssen,55-59,,2
2021-12-04,SPIKEVAX,55-59,Z,58
2021-12-04,COVID-19 Vaccine Janssen,55-59,Z,1
2021-12-04,Comirnaty,55-59,M,440
2021-12-04,Comirnaty,55-59,Z,551
2021-12-04,SPIKEVAX,55-59,Z,2
2021-12-04,SPIKEVAX,55-59,M,3
2021-12-04,Comirnaty,55-59,M,55
2021-12-04,Comirnaty,55-59,Z,49
2021-12-04,Comirnaty,55-59,Z,45
2021-12-04,Comirnaty,55-59,M,49
2021-12-04,SPIKEVAX,55-59,M,3
2021-12-04,SPIKEVAX,55-59,Z,2
2021-12-04,SPIKEVAX,55-59,M,52
2021-12-04,COVID-19 Vaccine Janssen,60-64,M,8
2021-12-04,SPIKEVAX,60-64,M,158
2021-12-04,SPIKEVAX,60-64,Z,1
2021-12-04,SPIKEVAX,60-64,Z,162
2021-12-04,Comirnaty,60-64,Z,30
2021-12-04,Comirnaty,60-64,M,46
2021-12-04,Comirnaty,60-64,M,33
2021-12-04,SPIKEVAX,60-64,M,1
2021-12-04,SPIKEVAX,60-64,M,1
2021-12-04,Comirnaty,60-64,Z,2719
2021-12-04,Comirnaty,60-64,M,2578
2021-12-04,Comirnaty,60-64,Z,23
2021-12-04,COVID-19 Vaccine Janssen,60-64,Z,9
2021-12-04,Comirnaty,65-69,,2
2021-12-04,COVID-19 Vaccine Janssen,65-69,Z,1
2021-12-04,SPIKEVAX,65-69,Z,3
2021-12-04,SPIKEVAX,65-69,M,2
2021-12-04,SPIKEVAX,65-69,Z,249
2021-12-04,SPIKEVAX,65-69,M,207
2021-12-04,Comirnaty,65-69,M,35
2021-12-04,Comirnaty,65-69,Z,36
2021-12-04,COVID-19 Vaccine Janssen,65-69,M,7
2021-12-04,COVID-19 Vaccine Janssen,65-69,Z,8
2021-12-04,Comirnaty,65-69,M,3685
2021-12-04,SPIKEVAX,65-69,Z,1
2021-12-04,SPIKEVAX,65-69,M,2
2021-12-04,Comirnaty,65-69,Z,4102
2021-12-04,Comirnaty,65-69,Z,26
2021-12-04,Comirnaty,65-69,M,28
2021-12-04,SPIKEVAX,70-74,M,5
2021-12-04,SPIKEVAX,70-74,Z,1
2021-12-04,Comirnaty,70-74,Z,19
2021-12-04,COVID-19 Vaccine Janssen,70-74,Z,1
2021-12-04,Comirnaty,70-74,M,2095
2021-12-04,SPIKEVAX,70-74,Z,194
2021-12-04,Comirnaty,70-74,Z,2388
2021-12-04,Comirnaty,70-74,Z,26
2021-12-04,Comirnaty,70-74,M,21
2021-12-04,SPIKEVAX,70-74,M,186
2021-12-04,COVID-19 Vaccine Janssen,70-74,Z,3
2021-12-04,Comirnaty,70-74,M,16
2021-12-04,COVID-19 Vaccine Janssen,70-74,M,1
2021-12-04,COVID-19 Vaccine Janssen,70-74,M,5
2021-12-04,SPIKEVAX,75-79,M,3
2021-12-04,Comirnaty,75-79,Z,21
2021-12-04,Comirnaty,75-79,M,11
2021-12-04,Comirnaty,75-79,Z,19
2021-12-04,Comirnaty,75-79,M,12
2021-12-04,Comirnaty,75-79,Z,983
2021-12-04,Comirnaty,75-79,M,774
2021-12-04,COVID-19 Vaccine Janssen,75-79,Z,1
2021-12-04,COVID-19 Vaccine Janssen,75-79,M,1
2021-12-04,SPIKEVAX,75-79,Z,1
2021-12-04,SPIKEVAX,75-79,M,1
2021-12-04,SPIKEVAX,75-79,Z,2
2021-12-04,SPIKEVAX,75-79,Z,132
2021-12-04,SPIKEVAX,75-79,M,73
2021-12-04,Comirnaty,80+,,1
2021-12-04,SPIKEVAX,80+,Z,4
2021-12-04,SPIKEVAX,80+,M,1
2021-12-04,SPIKEVAX,80+,Z,88
2021-12-04,SPIKEVAX,80+,M,39
2021-12-04,COVID-19 Vaccine Janssen,80+,M,1
2021-12-04,Comirnaty,80+,Z,688
2021-12-04,Comirnaty,80+,M,8
2021-12-04,Comirnaty,80+,M,9
2021-12-04,COVID-19 Vaccine Janssen,80+,Z,1
2021-12-04,Comirnaty,80+,Z,20
2021-12-04,SPIKEVAX,80+,Z,1
2021-12-04,Comirnaty,80+,M,356
2021-12-04,Comirnaty,80+,Z,19
2021-12-05,Comirnaty 5-11,0-11,M,1
2021-12-05,Comirnaty 5-11,0-11,Z,1
2021-12-05,Comirnaty,12-15,M,114
2021-12-05,Comirnaty,12-15,Z,118
2021-12-05,SPIKEVAX,12-15,Z,1
2021-12-05,SPIKEVAX,12-15,M,1
2021-12-05,Comirnaty,12-15,Z,86
2021-12-05,Comirnaty,12-15,M,107
2021-12-05,Comirnaty,12-15,,1
2021-12-05,Comirnaty,16-17,Z,1
2021-12-05,Comirnaty,16-17,Z,80
2021-12-05,Comirnaty,16-17,M,1
2021-12-05,Comirnaty,16-17,,1
2021-12-05,Comirnaty,16-17,M,73
2021-12-05,Comirnaty,16-17,Z,26
2021-12-05,Comirnaty,16-17,M,27
2021-12-05,SPIKEVAX,16-17,M,1
2021-12-05,SPIKEVAX,16-17,M,1
2021-12-05,Comirnaty,18-24,M,192
2021-12-05,COVID-19 Vaccine Janssen,18-24,Z,8
2021-12-05,Comirnaty,18-24,Z,43
2021-12-05,Comirnaty,18-24,M,80
2021-12-05,Comirnaty,18-24,,1
2021-12-05,COVID-19 Vaccine Janssen,18-24,,3
2021-12-05,COVID-19 Vaccine Janssen,18-24,,3
2021-12-05,COVID-19 Vaccine Janssen,18-24,M,32
2021-12-05,Comirnaty,18-24,,1
2021-12-05,Comirnaty,18-24,M,52
2021-12-05,Comirnaty,18-24,Z,62
2021-12-05,SPIKEVAX,18-24,Z,1
2021-12-05,SPIKEVAX,18-24,M,3
2021-12-05,SPIKEVAX,18-24,,2
2021-12-05,SPIKEVAX,18-24,M,6
2021-12-05,SPIKEVAX,18-24,Z,6
2021-12-05,Comirnaty,18-24,,3
2021-12-05,Comirnaty,18-24,Z,160
2021-12-05,SPIKEVAX,18-24,M,2
2021-12-05,COVID-19 Vaccine Janssen,25-29,M,28
2021-12-05,Comirnaty,25-29,Z,37
2021-12-05,Comirnaty,25-29,M,49
2021-12-05,Comirnaty,25-29,,1
2021-12-05,SPIKEVAX,25-29,Z,2
2021-12-05,Comirnaty,25-29,Z,111
2021-12-05,Comirnaty,25-29,M,111
2021-12-05,Comirnaty,25-29,,1
2021-12-05,SPIKEVAX,25-29,M,2
2021-12-05,SPIKEVAX,25-29,Z,2
2021-12-05,Comirnaty,25-29,Z,85
2021-12-05,Comirnaty,25-29,M,73
2021-12-05,SPIKEVAX,25-29,M,5
2021-12-05,SPIKEVAX,25-29,Z,7
2021-12-05,COVID-19 Vaccine Janssen,25-29,,4
2021-12-05,COVID-19 Vaccine Janssen,25-29,Z,11
2021-12-05,COVID-19 Vaccine Janssen,30-34,M,31
2021-12-05,SPIKEVAX,30-34,M,4
2021-12-05,SPIKEVAX,30-34,Z,7
2021-12-05,SPIKEVAX,30-34,M,4
2021-12-05,SPIKEVAX,30-34,Z,5
2021-12-05,Comirnaty,30-34,,1
2021-12-05,Comirnaty,30-34,,2
2021-12-05,Comirnaty,30-34,M,55
2021-12-05,Comirnaty,30-34,Z,48
2021-12-05,COVID-19 Vaccine Janssen,30-34,,2
2021-12-05,COVID-19 Vaccine Janssen,30-34,,1
2021-12-05,Comirnaty,30-34,Z,108
2021-12-05,Comirnaty,30-34,M,75
2021-12-05,Comirnaty,30-34,,1
2021-12-05,Comirnaty,30-34,,2
2021-12-05,COVID-19 Vaccine Janssen,30-34,Z,10
2021-12-05,SPIKEVAX,30-34,M,2
2021-12-05,SPIKEVAX,30-34,,1
2021-12-05,Comirnaty,30-34,Z,104
2021-12-05,Comirnaty,30-34,M,115
2021-12-05,Comirnaty,30-34,,2
2021-12-05,Comirnaty,35-39,,1
2021-12-05,Comirnaty,35-39,M,43
2021-12-05,Comirnaty,35-39,Z,47
2021-12-05,SPIKEVAX,35-39,Z,16
2021-12-05,COVID-19 Vaccine Janssen,35-39,,1
2021-12-05,Comirnaty,35-39,Z,126
2021-12-05,SPIKEVAX,35-39,,1
2021-12-05,SPIKEVAX,35-39,M,3
2021-12-05,SPIKEVAX,35-39,Z,3
2021-12-05,Comirnaty,35-39,M,118
2021-12-05,SPIKEVAX,35-39,M,1
2021-12-05,COVID-19 Vaccine Janssen,35-39,M,38
2021-12-05,COVID-19 Vaccine Janssen,35-39,Z,9
2021-12-05,SPIKEVAX,35-39,M,14
2021-12-05,Comirnaty,35-39,Z,82
2021-12-05,Comirnaty,35-39,M,108
2021-12-05,Comirnaty,35-39,,5
2021-12-05,Comirnaty,40-44,,2
2021-12-05,Comirnaty,40-44,M,29
