Datum,vakcína,věková skupina,pohlaví,počet dávek
2021-05-31,VAXZEVRIA,18-24,M,34
2021-05-31,VAXZEVRIA,18-24,Z,35
2021-05-31,VAXZEVRIA,18-24,Z,3
2021-05-31,VAXZEVRIA,18-24,M,5
2021-05-31,Comirnaty,18-24,M,202
2021-05-31,Comirnaty,18-24,Z,308
2021-05-31,SPIKEVAX,18-24,M,16
2021-05-31,COVID-19 Vaccine Janssen,18-24,M,29
2021-05-31,COVID-19 Vaccine Janssen,18-24,Z,17
2021-05-31,VAXZEVRIA,25-29,Z,7
2021-05-31,VAXZEVRIA,25-29,,1
2021-05-31,VAXZEVRIA,25-29,M,11
2021-05-31,Comirnaty,25-29,,1
2021-05-31,SPIKEVAX,25-29,Z,16
2021-05-31,SPIKEVAX,25-29,M,12
2021-05-31,SPIKEVAX,25-29,M,147
2021-05-31,COVID-19 Vaccine Janssen,25-29,M,27
2021-05-31,COVID-19 Vaccine Janssen,25-29,Z,19
2021-05-31,SPIKEVAX,25-29,Z,134
2021-05-31,Comirnaty,25-29,Z,202
2021-05-31,Comirnaty,25-29,M,297
2021-05-31,VAXZEVRIA,25-29,,1
2021-05-31,VAXZEVRIA,25-29,M,76
2021-05-31,VAXZEVRIA,25-29,Z,43
2021-05-31,Comirnaty,25-29,Z,375
2021-05-31,Comirnaty,25-29,M,258
2021-05-31,Comirnaty,30-34,Z,429
2021-05-31,Comirnaty,30-34,Z,2093
2021-05-31,Comirnaty,30-34,M,2809
2021-05-31,Comirnaty,30-34,,2
2021-05-31,SPIKEVAX,30-34,M,278
2021-05-31,VAXZEVRIA,30-34,M,115
2021-05-31,VAXZEVRIA,30-34,Z,55
2021-05-31,VAXZEVRIA,30-34,,1
2021-05-31,Comirnaty,30-34,M,358
2021-05-31,VAXZEVRIA,30-34,M,15
2021-05-31,VAXZEVRIA,30-34,Z,12
2021-05-31,SPIKEVAX,30-34,M,19
2021-05-31,SPIKEVAX,30-34,Z,10
2021-05-31,COVID-19 Vaccine Janssen,30-34,Z,48
2021-05-31,COVID-19 Vaccine Janssen,30-34,M,53
2021-05-31,SPIKEVAX,30-34,Z,206
2021-05-31,SPIKEVAX,30-34,,1
2021-05-31,VAXZEVRIA,35-39,M,14
2021-05-31,VAXZEVRIA,35-39,Z,94
2021-05-31,SPIKEVAX,35-39,M,25
2021-05-31,SPIKEVAX,35-39,Z,28
2021-05-31,Comirnaty,35-39,Z,4320
2021-05-31,VAXZEVRIA,35-39,M,153
2021-05-31,SPIKEVAX,35-39,M,397
2021-05-31,COVID-19 Vaccine Janssen,35-39,Z,52
2021-05-31,COVID-19 Vaccine Janssen,35-39,M,67
2021-05-31,SPIKEVAX,35-39,Z,337
2021-05-31,Comirnaty,35-39,M,509
2021-05-31,Comirnaty,35-39,,4
2021-05-31,Comirnaty,35-39,M,5697
2021-05-31,Comirnaty,35-39,Z,758
2021-05-31,VAXZEVRIA,35-39,Z,6
2021-05-31,Comirnaty,40-44,M,798
2021-05-31,VAXZEVRIA,40-44,M,22
2021-05-31,Comirnaty,40-44,Z,1133
2021-05-31,SPIKEVAX,40-44,M,33
2021-05-31,SPIKEVAX,40-44,Z,30
2021-05-31,COVID-19 Vaccine Janssen,40-44,Z,63
2021-05-31,COVID-19 Vaccine Janssen,40-44,M,93
2021-05-31,Comirnaty,40-44,M,8931
2021-05-31,SPIKEVAX,40-44,M,538
2021-05-31,VAXZEVRIA,40-44,Z,19
2021-05-31,VAXZEVRIA,40-44,Z,154
2021-05-31,VAXZEVRIA,40-44,M,208
2021-05-31,Comirnaty,40-44,,1
2021-05-31,SPIKEVAX,40-44,Z,456
2021-05-31,Comirnaty,40-44,Z,7105
2021-05-31,SPIKEVAX,45-49,M,59
2021-05-31,Comirnaty,45-49,Z,2942
2021-05-31,Comirnaty,45-49,M,3863
2021-05-31,Comirnaty,45-49,,1
2021-05-31,Comirnaty,45-49,Z,998
2021-05-31,Comirnaty,45-49,M,1009
2021-05-31,COVID-19 Vaccine Janssen,45-49,Z,62
2021-05-31,COVID-19 Vaccine Janssen,45-49,M,92
2021-05-31,SPIKEVAX,45-49,Z,302
2021-05-31,SPIKEVAX,45-49,M,371
2021-05-31,SPIKEVAX,45-49,Z,48
2021-05-31,SPIKEVAX,45-49,,1
2021-05-31,VAXZEVRIA,45-49,Z,15
2021-05-31,VAXZEVRIA,45-49,M,23
2021-05-31,VAXZEVRIA,45-49,Z,251
2021-05-31,VAXZEVRIA,45-49,M,216
2021-05-31,SPIKEVAX,50-54,Z,61
2021-05-31,COVID-19 Vaccine Janssen,50-54,Z,70
2021-05-31,COVID-19 Vaccine Janssen,50-54,M,91
2021-05-31,VAXZEVRIA,50-54,M,19
2021-05-31,VAXZEVRIA,50-54,Z,17
2021-05-31,Comirnaty,50-54,M,1705
2021-05-31,Comirnaty,50-54,Z,896
2021-05-31,Comirnaty,50-54,Z,1366
2021-05-31,SPIKEVAX,50-54,M,255
2021-05-31,Comirnaty,50-54,,1
2021-05-31,SPIKEVAX,50-54,Z,190
2021-05-31,Comirnaty,50-54,M,1139
2021-05-31,VAXZEVRIA,50-54,Z,282
2021-05-31,VAXZEVRIA,50-54,M,175
2021-05-31,SPIKEVAX,50-54,M,58
2021-05-31,SPIKEVAX,55-59,M,245
2021-05-31,Comirnaty,55-59,M,1164
2021-05-31,Comirnaty,55-59,Z,923
2021-05-31,COVID-19 Vaccine Janssen,55-59,M,104
2021-05-31,COVID-19 Vaccine Janssen,55-59,Z,78
2021-05-31,VAXZEVRIA,55-59,M,210
2021-05-31,VAXZEVRIA,55-59,Z,327
2021-05-31,SPIKEVAX,55-59,Z,88
2021-05-31,SPIKEVAX,55-59,M,79
2021-05-31,Comirnaty,55-59,M,1156
2021-05-31,Comirnaty,55-59,Z,928
2021-05-31,VAXZEVRIA,55-59,Z,12
2021-05-31,VAXZEVRIA,55-59,M,22
2021-05-31,VAXZEVRIA,55-59,,1
2021-05-31,SPIKEVAX,55-59,Z,183
2021-05-31,VAXZEVRIA,60-64,M,195
2021-05-31,SPIKEVAX,60-64,M,112
2021-05-31,Comirnaty,60-64,M,1303
2021-05-31,Comirnaty,60-64,Z,1099
2021-05-31,VAXZEVRIA,60-64,M,24
2021-05-31,Comirnaty,60-64,M,804
2021-05-31,SPIKEVAX,60-64,Z,197
2021-05-31,Comirnaty,60-64,Z,758
2021-05-31,SPIKEVAX,60-64,Z,103
2021-05-31,COVID-19 Vaccine Janssen,60-64,Z,108
2021-05-31,VAXZEVRIA,60-64,Z,14
2021-05-31,SPIKEVAX,60-64,M,207
2021-05-31,COVID-19 Vaccine Janssen,60-64,M,115
2021-05-31,VAXZEVRIA,60-64,Z,235
2021-05-31,Comirnaty,65-69,M,5257
2021-05-31,SPIKEVAX,65-69,M,201
2021-05-31,VAXZEVRIA,65-69,Z,11
2021-05-31,VAXZEVRIA,65-69,M,20
2021-05-31,SPIKEVAX,65-69,Z,401
2021-05-31,SPIKEVAX,65-69,M,347
2021-05-31,Comirnaty,65-69,Z,6622
2021-05-31,VAXZEVRIA,65-69,,1
2021-05-31,COVID-19 Vaccine Janssen,65-69,Z,139
2021-05-31,COVID-19 Vaccine Janssen,65-69,M,139
2021-05-31,Comirnaty,65-69,Z,704
2021-05-31,Comirnaty,65-69,M,586
2021-05-31,VAXZEVRIA,65-69,Z,240
2021-05-31,VAXZEVRIA,65-69,M,236
2021-05-31,SPIKEVAX,65-69,Z,228
2021-05-31,SPIKEVAX,70-74,Z,128
2021-05-31,Comirnaty,70-74,M,3277
2021-05-31,VAXZEVRIA,70-74,M,21
2021-05-31,Comirnaty,70-74,M,318
2021-05-31,Comirnaty,70-74,Z,393
2021-05-31,Comirnaty,70-74,Z,4134
2021-05-31,SPIKEVAX,70-74,Z,471
2021-05-31,VAXZEVRIA,70-74,Z,904
2021-05-31,COVID-19 Vaccine Janssen,70-74,M,105
2021-05-31,COVID-19 Vaccine Janssen,70-74,Z,80
2021-05-31,VAXZEVRIA,70-74,M,748
2021-05-31,VAXZEVRIA,70-74,Z,14
2021-05-31,Comirnaty,70-74,,1
2021-05-31,SPIKEVAX,70-74,M,110
2021-05-31,SPIKEVAX,70-74,M,396
2021-05-31,Comirnaty,75-79,M,625
2021-05-31,SPIKEVAX,75-79,Z,75
2021-05-31,SPIKEVAX,75-79,M,54
2021-05-31,Comirnaty,75-79,Z,831
2021-05-31,SPIKEVAX,75-79,Z,127
2021-05-31,SPIKEVAX,75-79,M,112
2021-05-31,Comirnaty,75-79,M,145
2021-05-31,Comirnaty,75-79,Z,203
2021-05-31,VAXZEVRIA,75-79,Z,7
2021-05-31,VAXZEVRIA,75-79,M,9
2021-05-31,VAXZEVRIA,75-79,Z,1082
2021-05-31,VAXZEVRIA,75-79,M,728
2021-05-31,COVID-19 Vaccine Janssen,75-79,Z,67
2021-05-31,COVID-19 Vaccine Janssen,75-79,M,41
2021-05-31,COVID-19 Vaccine Janssen,80+,M,31
2021-05-31,Comirnaty,80+,Z,307
2021-05-31,Comirnaty,80+,M,133
2021-05-31,SPIKEVAX,80+,M,39
2021-05-31,VAXZEVRIA,80+,M,5
2021-05-31,COVID-19 Vaccine Janssen,80+,Z,63
2021-05-31,VAXZEVRIA,80+,Z,769
2021-05-31,VAXZEVRIA,80+,M,432
2021-05-31,SPIKEVAX,80+,M,35
2021-05-31,SPIKEVAX,80+,Z,66
2021-05-31,Comirnaty,80+,Z,115
2021-05-31,VAXZEVRIA,80+,Z,18
2021-05-31,SPIKEVAX,80+,Z,99
2021-05-31,Comirnaty,80+,M,59
2021-06-01,SPIKEVAX,12-15,Z,2
2021-06-01,SPIKEVAX,12-15,M,1
2021-06-01,Comirnaty,12-15,M,3
2021-06-01,SPIKEVAX,16-17,Z,2
2021-06-01,Comirnaty,16-17,M,4
2021-06-01,Comirnaty,16-17,Z,10
2021-06-01,Comirnaty,16-17,Z,16
2021-06-01,Comirnaty,16-17,M,31
2021-06-01,SPIKEVAX,16-17,M,7
2021-06-01,COVID-19 Vaccine Janssen,18-24,Z,28
2021-06-01,VAXZEVRIA,18-24,M,24
2021-06-01,VAXZEVRIA,18-24,Z,28
2021-06-01,Comirnaty,18-24,Z,238
2021-06-01,Comirnaty,18-24,M,259
2021-06-01,Comirnaty,18-24,,1
2021-06-01,Comirnaty,18-24,,2
2021-06-01,VAXZEVRIA,18-24,Z,3
2021-06-01,VAXZEVRIA,18-24,M,10
2021-06-01,Comirnaty,18-24,Z,278
2021-06-01,Comirnaty,18-24,M,149
2021-06-01,Comirnaty,18-24,,1
2021-06-01,Comirnaty,18-24,,4
2021-06-01,SPIKEVAX,18-24,M,186
2021-06-01,SPIKEVAX,18-24,Z,148
2021-06-01,SPIKEVAX,18-24,M,8
2021-06-01,SPIKEVAX,18-24,Z,21
2021-06-01,COVID-19 Vaccine Janssen,18-24,M,48
2021-06-01,SPIKEVAX,25-29,M,208
2021-06-01,COVID-19 Vaccine Janssen,25-29,M,41
2021-06-01,VAXZEVRIA,25-29,M,8
2021-06-01,VAXZEVRIA,25-29,Z,9
2021-06-01,SPIKEVAX,25-29,Z,22
2021-06-01,SPIKEVAX,25-29,M,20
2021-06-01,SPIKEVAX,25-29,Z,197
2021-06-01,VAXZEVRIA,25-29,Z,29
2021-06-01,Comirnaty,25-29,Z,264
2021-06-01,COVID-19 Vaccine Janssen,25-29,Z,32
2021-06-01,SPIKEVAX,25-29,,1
2021-06-01,Comirnaty,25-29,M,326
2021-06-01,SPIKEVAX,25-29,,3
2021-06-01,VAXZEVRIA,25-29,,1
2021-06-01,VAXZEVRIA,25-29,M,40
2021-06-01,Comirnaty,25-29,Z,354
2021-06-01,Comirnaty,25-29,M,218
2021-06-01,Comirnaty,25-29,,1
2021-06-01,Comirnaty,30-34,Z,2664
2021-06-01,SPIKEVAX,30-34,M,14
2021-06-01,SPIKEVAX,30-34,Z,25
2021-06-01,SPIKEVAX,30-34,Z,282
2021-06-01,Comirnaty,30-34,,3
2021-06-01,VAXZEVRIA,30-34,M,76
2021-06-01,VAXZEVRIA,30-34,Z,47
2021-06-01,Comirnaty,30-34,Z,394
2021-06-01,Comirnaty,30-34,M,294
2021-06-01,VAXZEVRIA,30-34,,1
2021-06-01,VAXZEVRIA,30-34,,1
2021-06-01,Comirnaty,30-34,M,3323
2021-06-01,COVID-19 Vaccine Janssen,30-34,Z,62
2021-06-01,COVID-19 Vaccine Janssen,30-34,M,73
2021-06-01,VAXZEVRIA,30-34,,1
2021-06-01,SPIKEVAX,30-34,M,345
2021-06-01,VAXZEVRIA,30-34,Z,5
2021-06-01,VAXZEVRIA,30-34,M,10
2021-06-01,SPIKEVAX,35-39,Z,63
2021-06-01,Comirnaty,35-39,Z,4802
2021-06-01,VAXZEVRIA,35-39,Z,108
2021-06-01,VAXZEVRIA,35-39,Z,8
2021-06-01,Comirnaty,35-39,,3
2021-06-01,VAXZEVRIA,35-39,,1
2021-06-01,SPIKEVAX,35-39,Z,340
2021-06-01,COVID-19 Vaccine Janssen,35-39,Z,76
2021-06-01,COVID-19 Vaccine Janssen,35-39,M,97
2021-06-01,SPIKEVAX,35-39,M,450
2021-06-01,Comirnaty,35-39,M,6183
2021-06-01,VAXZEVRIA,35-39,M,23
2021-06-01,Comirnaty,35-39,M,429
2021-06-01,Comirnaty,35-39,Z,627
2021-06-01,VAXZEVRIA,35-39,M,84
2021-06-01,SPIKEVAX,35-39,M,29
2021-06-01,VAXZEVRIA,40-44,Z,294
2021-06-01,VAXZEVRIA,40-44,M,152
2021-06-01,SPIKEVAX,40-44,M,41
2021-06-01,SPIKEVAX,40-44,Z,56
2021-06-01,VAXZEVRIA,40-44,,3
2021-06-01,SPIKEVAX,40-44,M,460
2021-06-01,Comirnaty,40-44,Z,6628
2021-06-01,COVID-19 Vaccine Janssen,40-44,Z,85
2021-06-01,COVID-19 Vaccine Janssen,40-44,M,107
2021-06-01,VAXZEVRIA,40-44,Z,15
2021-06-01,VAXZEVRIA,40-44,M,21
2021-06-01,Comirnaty,40-44,M,8722
2021-06-01,Comirnaty,40-44,,2
2021-06-01,Comirnaty,40-44,M,632
2021-06-01,Comirnaty,40-44,Z,980
2021-06-01,SPIKEVAX,40-44,Z,435
2021-06-01,VAXZEVRIA,40-44,,1
2021-06-01,Comirnaty,45-49,Z,1013
2021-06-01,SPIKEVAX,45-49,Z,63
2021-06-01,SPIKEVAX,45-49,M,61
2021-06-01,Comirnaty,45-49,Z,2847
2021-06-01,Comirnaty,45-49,M,3660
2021-06-01,Comirnaty,45-49,,1
2021-06-01,VAXZEVRIA,45-49,,1
2021-06-01,VAXZEVRIA,45-49,M,201
2021-06-01,VAXZEVRIA,45-49,Z,483
2021-06-01,Comirnaty,45-49,M,879
2021-06-01,Comirnaty,45-49,,1
2021-06-01,COVID-19 Vaccine Janssen,45-49,Z,76
2021-06-01,COVID-19 Vaccine Janssen,45-49,M,108
2021-06-01,SPIKEVAX,45-49,Z,292
2021-06-01,SPIKEVAX,45-49,M,350
2021-06-01,VAXZEVRIA,45-49,M,24
2021-06-01,VAXZEVRIA,45-49,Z,19
2021-06-01,SPIKEVAX,50-54,Z,238
2021-06-01,VAXZEVRIA,50-54,M,21
2021-06-01,VAXZEVRIA,50-54,Z,20
2021-06-01,SPIKEVAX,50-54,M,67
2021-06-01,SPIKEVAX,50-54,Z,60
2021-06-01,COVID-19 Vaccine Janssen,50-54,M,111
2021-06-01,COVID-19 Vaccine Janssen,50-54,Z,60
2021-06-01,Comirnaty,50-54,,1
2021-06-01,Comirnaty,50-54,M,865
2021-06-01,Comirnaty,50-54,Z,819
2021-06-01,VAXZEVRIA,50-54,Z,530
2021-06-01,VAXZEVRIA,50-54,M,172
2021-06-01,Comirnaty,50-54,M,1668
2021-06-01,Comirnaty,50-54,Z,1371
2021-06-01,SPIKEVAX,50-54,M,299
2021-06-01,Comirnaty,55-59,M,1223
2021-06-01,Comirnaty,55-59,Z,992
2021-06-01,SPIKEVAX,55-59,Z,221
2021-06-01,SPIKEVAX,55-59,M,262
2021-06-01,SPIKEVAX,55-59,,1
2021-06-01,COVID-19 Vaccine Janssen,55-59,M,134
2021-06-01,COVID-19 Vaccine Janssen,55-59,Z,90
2021-06-01,VAXZEVRIA,55-59,Z,13
2021-06-01,SPIKEVAX,55-59,M,104
2021-06-01,SPIKEVAX,55-59,Z,99
2021-06-01,VAXZEVRIA,55-59,M,28
2021-06-01,VAXZEVRIA,55-59,Z,476
2021-06-01,VAXZEVRIA,55-59,M,216
2021-06-01,VAXZEVRIA,55-59,,1
2021-06-01,Comirnaty,55-59,M,1054
2021-06-01,Comirnaty,55-59,Z,877
2021-06-01,COVID-19 Vaccine Janssen,60-64,Z,142
2021-06-01,Comirnaty,60-64,Z,859
2021-06-01,Comirnaty,60-64,M,807
2021-06-01,Comirnaty,60-64,Z,1017
2021-06-01,Comirnaty,60-64,M,1239
2021-06-01,COVID-19 Vaccine Janssen,60-64,M,173
2021-06-01,SPIKEVAX,60-64,Z,251
2021-06-01,SPIKEVAX,60-64,M,289
2021-06-01,SPIKEVAX,60-64,Z,149
2021-06-01,SPIKEVAX,60-64,M,146
2021-06-01,SPIKEVAX,60-64,,1
2021-06-01,VAXZEVRIA,60-64,Z,28
2021-06-01,VAXZEVRIA,60-64,M,35
2021-06-01,VAXZEVRIA,60-64,Z,322
2021-06-01,VAXZEVRIA,60-64,M,214
2021-06-01,COVID-19 Vaccine Janssen,65-69,Z,140
2021-06-01,VAXZEVRIA,65-69,M,308
2021-06-01,Comirnaty,65-69,M,5078
2021-06-01,Comirnaty,65-69,Z,6210
2021-06-01,SPIKEVAX,65-69,M,271
2021-06-01,SPIKEVAX,65-69,Z,267
2021-06-01,VAXZEVRIA,65-69,Z,367
2021-06-01,SPIKEVAX,65-69,Z,948
2021-06-01,VAXZEVRIA,65-69,Z,39
2021-06-01,VAXZEVRIA,65-69,M,41
2021-06-01,SPIKEVAX,65-69,M,745
2021-06-01,Comirnaty,65-69,Z,796
2021-06-01,Comirnaty,65-69,M,714
2021-06-01,COVID-19 Vaccine Janssen,65-69,M,177
2021-06-01,SPIKEVAX,70-74,M,361
2021-06-01,Comirnaty,70-74,Z,423
2021-06-01,Comirnaty,70-74,M,384
2021-06-01,Comirnaty,70-74,,1
2021-06-01,VAXZEVRIA,70-74,M,1116
2021-06-01,SPIKEVAX,70-74,Z,181
2021-06-01,Comirnaty,70-74,M,2593
2021-06-01,Comirnaty,70-74,Z,3327
2021-06-01,VAXZEVRIA,70-74,Z,22
2021-06-01,VAXZEVRIA,70-74,M,28
2021-06-01,SPIKEVAX,70-74,M,183
2021-06-01,VAXZEVRIA,70-74,Z,1459
2021-06-01,SPIKEVAX,70-74,Z,430
2021-06-01,COVID-19 Vaccine Janssen,70-74,M,89
2021-06-01,COVID-19 Vaccine Janssen,70-74,Z,110
2021-06-01,SPIKEVAX,75-79,M,111
2021-06-01,SPIKEVAX,75-79,Z,114
2021-06-01,SPIKEVAX,75-79,Z,155
2021-06-01,VAXZEVRIA,75-79,Z,13
2021-06-01,VAXZEVRIA,75-79,M,14
2021-06-01,COVID-19 Vaccine Janssen,75-79,M,58
2021-06-01,COVID-19 Vaccine Janssen,75-79,Z,74
2021-06-01,Comirnaty,75-79,M,568
2021-06-01,Comirnaty,75-79,Z,856
2021-06-01,Comirnaty,75-79,M,141
2021-06-01,Comirnaty,75-79,Z,209
2021-06-01,VAXZEVRIA,75-79,Z,1582
2021-06-01,VAXZEVRIA,75-79,M,1153
2021-06-01,SPIKEVAX,75-79,M,81
2021-06-01,Comirnaty,80+,Z,402
2021-06-01,COVID-19 Vaccine Janssen,80+,Z,71
2021-06-01,VAXZEVRIA,80+,M,14
2021-06-01,VAXZEVRIA,80+,Z,37
2021-06-01,SPIKEVAX,80+,Z,82
2021-06-01,SPIKEVAX,80+,M,42
2021-06-01,COVID-19 Vaccine Janssen,80+,M,28
2021-06-01,Comirnaty,80+,M,58
2021-06-01,Comirnaty,80+,Z,126
2021-06-01,VAXZEVRIA,80+,M,663
2021-06-01,Comirnaty,80+,M,194
2021-06-01,SPIKEVAX,80+,M,42
2021-06-01,SPIKEVAX,80+,Z,116
2021-06-01,VAXZEVRIA,80+,Z,1139
2021-06-02,Comirnaty,12-15,Z,2
2021-06-02,Comirnaty,12-15,M,2
2021-06-02,Comirnaty,12-15,Z,2
2021-06-02,Comirnaty,12-15,M,5
2021-06-02,VAXZEVRIA,16-17,M,1
2021-06-02,SPIKEVAX,16-17,M,10
2021-06-02,SPIKEVAX,16-17,Z,8
2021-06-02,Comirnaty,16-17,Z,73
2021-06-02,Comirnaty,16-17,M,31
2021-06-02,VAXZEVRIA,16-17,Z,1
2021-06-02,Comirnaty,16-17,Z,20
2021-06-02,Comirnaty,16-17,M,18
2021-06-02,SPIKEVAX,16-17,Z,1
2021-06-02,Comirnaty,18-24,Z,294
2021-06-02,Comirnaty,18-24,Z,311
2021-06-02,SPIKEVAX,18-24,M,217
2021-06-02,SPIKEVAX,18-24,Z,201
2021-06-02,SPIKEVAX,18-24,M,12
2021-06-02,SPIKEVAX,18-24,,1
2021-06-02,COVID-19 Vaccine Janssen,18-24,M,38
2021-06-02,Comirnaty,18-24,,2
2021-06-02,Comirnaty,18-24,,2
2021-06-02,VAXZEVRIA,18-24,Z,4
2021-06-02,VAXZEVRIA,18-24,M,4
2021-06-02,Comirnaty,18-24,,1
2021-06-02,Comirnaty,18-24,M,181
2021-06-02,COVID-19 Vaccine Janssen,18-24,Z,21
2021-06-02,SPIKEVAX,18-24,Z,18
2021-06-02,VAXZEVRIA,18-24,M,16
2021-06-02,VAXZEVRIA,18-24,Z,24
2021-06-02,Comirnaty,18-24,M,280
2021-06-02,SPIKEVAX,25-29,M,15
2021-06-02,Comirnaty,25-29,Z,257
2021-06-02,VAXZEVRIA,25-29,M,65
2021-06-02,VAXZEVRIA,25-29,Z,15
2021-06-02,VAXZEVRIA,25-29,,1
2021-06-02,Comirnaty,25-29,Z,368
2021-06-02,Comirnaty,25-29,M,231
2021-06-02,Comirnaty,25-29,,2
2021-06-02,SPIKEVAX,25-29,Z,175
2021-06-02,SPIKEVAX,25-29,M,203
2021-06-02,VAXZEVRIA,25-29,M,13
2021-06-02,VAXZEVRIA,25-29,Z,3
2021-06-02,SPIKEVAX,25-29,Z,19
2021-06-02,COVID-19 Vaccine Janssen,25-29,Z,33
2021-06-02,COVID-19 Vaccine Janssen,25-29,M,46
2021-06-02,Comirnaty,25-29,M,332
2021-06-02,Comirnaty,25-29,,3
2021-06-02,SPIKEVAX,30-34,M,438
2021-06-02,Comirnaty,30-34,Z,485
2021-06-02,Comirnaty,30-34,M,342
2021-06-02,Comirnaty,30-34,,1
2021-06-02,SPIKEVAX,30-34,Z,354
2021-06-02,Comirnaty,30-34,Z,3264
2021-06-02,Comirnaty,30-34,M,4119
2021-06-02,SPIKEVAX,30-34,M,11
2021-06-02,SPIKEVAX,30-34,Z,13
2021-06-02,Comirnaty,30-34,,1
2021-06-02,COVID-19 Vaccine Janssen,30-34,Z,57
2021-06-02,VAXZEVRIA,30-34,M,21
2021-06-02,VAXZEVRIA,30-34,Z,15
2021-06-02,COVID-19 Vaccine Janssen,30-34,M,80
2021-06-02,VAXZEVRIA,30-34,Z,31
2021-06-02,VAXZEVRIA,30-34,M,85
2021-06-02,Comirnaty,35-39,M,7712
2021-06-02,VAXZEVRIA,35-39,,1
2021-06-02,VAXZEVRIA,35-39,,1
2021-06-02,COVID-19 Vaccine Janssen,35-39,Z,83
2021-06-02,SPIKEVAX,35-39,Z,354
2021-06-02,Comirnaty,35-39,,2
2021-06-02,Comirnaty,35-39,,2
2021-06-02,Comirnaty,35-39,Z,732
2021-06-02,Comirnaty,35-39,M,422
2021-06-02,Comirnaty,35-39,,1
2021-06-02,Comirnaty,35-39,Z,6406
2021-06-02,VAXZEVRIA,35-39,M,27
2021-06-02,VAXZEVRIA,35-39,Z,4
2021-06-02,COVID-19 Vaccine Janssen,35-39,M,99
2021-06-02,SPIKEVAX,35-39,M,442
2021-06-02,VAXZEVRIA,35-39,Z,66
2021-06-02,VAXZEVRIA,35-39,M,91
2021-06-02,SPIKEVAX,35-39,M,16
2021-06-02,SPIKEVAX,35-39,Z,20
2021-06-02,VAXZEVRIA,40-44,M,18
2021-06-02,Comirnaty,40-44,Z,5877
2021-06-02,Comirnaty,40-44,M,7496
2021-06-02,Comirnaty,40-44,,3
2021-06-02,Comirnaty,40-44,Z,921
2021-06-02,Comirnaty,40-44,M,663
2021-06-02,Comirnaty,40-44,,1
2021-06-02,COVID-19 Vaccine Janssen,40-44,Z,71
2021-06-02,COVID-19 Vaccine Janssen,40-44,M,121
2021-06-02,COVID-19 Vaccine Janssen,40-44,,1
2021-06-02,SPIKEVAX,40-44,Z,368
2021-06-02,SPIKEVAX,40-44,M,432
2021-06-02,SPIKEVAX,40-44,Z,44
2021-06-02,SPIKEVAX,40-44,M,27
2021-06-02,VAXZEVRIA,40-44,Z,17
2021-06-02,VAXZEVRIA,40-44,Z,92
2021-06-02,VAXZEVRIA,40-44,M,130
2021-06-02,SPIKEVAX,45-49,M,49
2021-06-02,COVID-19 Vaccine Janssen,45-49,M,126
2021-06-02,VAXZEVRIA,45-49,M,29
2021-06-02,Comirnaty,45-49,,2
2021-06-02,Comirnaty,45-49,M,3570
2021-06-02,Comirnaty,45-49,Z,2810
2021-06-02,VAXZEVRIA,45-49,M,142
2021-06-02,VAXZEVRIA,45-49,Z,114
2021-06-02,COVID-19 Vaccine Janssen,45-49,Z,85
2021-06-02,SPIKEVAX,45-49,Z,67
2021-06-02,VAXZEVRIA,45-49,Z,13
2021-06-02,Comirnaty,45-49,Z,1120
2021-06-02,Comirnaty,45-49,M,979
2021-06-02,SPIKEVAX,45-49,Z,291
2021-06-02,SPIKEVAX,45-49,M,484
2021-06-02,SPIKEVAX,50-54,M,54
2021-06-02,COVID-19 Vaccine Janssen,50-54,Z,76
2021-06-02,Comirnaty,50-54,Z,897
2021-06-02,Comirnaty,50-54,M,979
2021-06-02,VAXZEVRIA,50-54,M,158
2021-06-02,VAXZEVRIA,50-54,Z,167
2021-06-02,SPIKEVAX,50-54,Z,242
2021-06-02,SPIKEVAX,50-54,M,278
2021-06-02,Comirnaty,50-54,Z,1425
2021-06-02,Comirnaty,50-54,M,1792
2021-06-02,Comirnaty,50-54,,1
2021-06-02,VAXZEVRIA,50-54,M,26
2021-06-02,COVID-19 Vaccine Janssen,50-54,M,114
2021-06-02,VAXZEVRIA,50-54,Z,25
2021-06-02,SPIKEVAX,50-54,Z,42
2021-06-02,Comirnaty,55-59,M,1249
2021-06-02,VAXZEVRIA,55-59,,1
2021-06-02,VAXZEVRIA,55-59,M,29
2021-06-02,VAXZEVRIA,55-59,Z,24
2021-06-02,VAXZEVRIA,55-59,M,184
2021-06-02,SPIKEVAX,55-59,M,74
2021-06-02,SPIKEVAX,55-59,Z,63
2021-06-02,Comirnaty,55-59,M,1155
2021-06-02,COVID-19 Vaccine Janssen,55-59,Z,92
2021-06-02,COVID-19 Vaccine Janssen,55-59,M,143
2021-06-02,SPIKEVAX,55-59,M,302
2021-06-02,Comirnaty,55-59,Z,995
2021-06-02,SPIKEVAX,55-59,Z,244
2021-06-02,VAXZEVRIA,55-59,Z,266
2021-06-02,Comirnaty,55-59,Z,1059
2021-06-02,Comirnaty,60-64,Z,1164
2021-06-02,COVID-19 Vaccine Janssen,60-64,M,150
2021-06-02,COVID-19 Vaccine Janssen,60-64,Z,148
2021-06-02,SPIKEVAX,60-64,Z,251
2021-06-02,SPIKEVAX,60-64,M,311
2021-06-02,Comirnaty,60-64,M,1400
2021-06-02,SPIKEVAX,60-64,Z,108
2021-06-02,SPIKEVAX,60-64,M,116
